frame_id,primary_color,brightness,contrast,saturation,color_variance
0135,#0b0b08,79.599853208444,69.53830673971339,0.32088693532308304,119.46523535673325
0335,#39332b,76.76290396803206,56.30388008684711,0.2952987754121174,96.9672015350488
0505,#1f1e13,80.39194801714898,52.304450363097295,0.36175036024009305,92.3358956810129
0546,#2f3127,76.24982379188219,50.765227211474134,0.2872272043632682,88.35997407889465
0630,#202014,80.92856144275129,54.84991623178379,0.37086880910153336,96.7033159215227
0650,#2f3027,76.78732117060441,52.793852934978396,0.277088855720302,91.7514129795721
0694,#141217,67.15722715410783,38.84957726628385,0.2693456753827865,68.35898182367589
0723,#1e1f12,81.3413704622769,53.86058740738577,0.36784183289793854,95.37887939646642
0817,#3f3635,80.96284921245166,49.440445080976325,0.25822652911297334,85.0490059385596
1129,#65646b,76.40596311570903,39.815542245114074,0.23006269251257985,69.84720121868067
1162,#2f3128,75.84532713546764,50.67140711345837,0.2838198287843028,88.22882374962829
1316,#433a35,91.66473711496342,56.1531733176487,0.24463415871031763,97.57541038462003
1363,#1a1f10,85.0050110093667,51.84718325636762,0.3357061893679602,90.65487683496161
1445,#171517,63.65336368190503,42.51609776905599,0.3109554277696912,74.80643491558676
1484,#1e1919,72.23485775199217,39.28834193604242,0.3025687779888506,69.70615096613281
1561,#16170a,78.40737278065147,44.169383124069945,0.3666841704061279,77.11776427529257
1638,#2b2627,76.7074522927443,44.20996391955072,0.287147806487337,78.9057313513521
1657,#171b0c,74.88690788247355,41.73022902684949,0.38002922125092176,74.60811325913348
1714,#181d0e,73.55701861689734,45.12585392706434,0.36307887978808656,80.54744941228894
1808,#312a2b,75.78345187333986,40.86775607747267,0.28509536882463504,72.58299366524386
1850,#15180b,74.20831731441353,40.22275964708927,0.4119666413562023,72.50694182440465
1920,#332a2b,72.72468573791882,40.87656188538112,0.29159026698428103,72.6648551081251
1980,#2b2e25,72.78246015657766,51.60919094454119,0.2930386286114241,89.49318099938753
2054,#2b2e25,73.10463267160632,52.43171728713697,0.2944327771884186,90.89564654576292
2140,#312726,77.16044258819143,42.07421620538231,0.3396425433727244,74.67905191702559
2180,#171209,76.15421122838902,33.904147614635285,0.4345985367444895,62.03391232161198
2320,#2c2626,68.01938143669322,39.59899574713359,0.3521701096208091,70.80098056256641
2446,#23221a,76.58157853348246,39.43467616884538,0.36525518567555637,70.32532188191702
2739,#4b4a52,94.07043664662845,60.859766649753126,0.27322211120339834,106.95720384516214
2762,#0b0814,60.3978517172282,47.39727034892356,0.40472329129237794,81.59358025377023
2843,#25241f,89.80313621324386,67.63106062571889,0.33764820784551297,118.98742119590825
3143,#27251f,88.94240178945897,66.58984571547977,0.3362262531649502,116.96226317614209
3293,#212217,75.92376159187287,45.28212328726562,0.35287697515279937,78.81468008108664
3400,#2f2a2f,74.12741448809358,38.92023126928254,0.3230414086506964,69.16286158581634
3491,#1c1711,88.45014766531526,48.30886996436972,0.3396970819410293,83.33198641201204
3517,#352a2f,74.2599623118505,42.268542600404736,0.3387104078548331,74.92459289240924
3565,#26231c,86.02897531338832,55.8446630509065,0.33133193920188886,95.68970737705354
3780,#51474d,68.61394403280674,36.24604708988036,0.264499560950248,63.193516573067306
3875,#1e1f18,67.21455304301226,53.87605109580217,0.36950616725556895,94.41630954640199
4367,#0d0c08,78.6847928025537,66.44055112235625,0.3445003022179094,113.89074089906521
4395,#0b0c10,85.49842577706323,62.86352557658221,0.3899722018916145,106.9376153702865
4476,#1b1611,83.49618167202573,51.504411810996245,0.3472344148759741,87.61406034733348
4578,#0a0b0f,86.54950865604175,62.92379850365483,0.3902376705144055,107.16089804398565
4796,#382c34,71.14752842630132,41.80631119207089,0.3266867722670409,74.79307211905693
4914,#181611,99.52639772356586,57.45227443967079,0.3284981551686801,98.1191463251411
4969,#4a4b57,92.54166666666667,49.605815941378935,0.2803059802139785,89.66229442657078
5090,#191913,92.09509704552869,53.55655047149754,0.2933787551089218,91.64897533228329
5133,#484b58,92.81523777902046,52.40600396371936,0.28647079154137073,94.32107303239194
5346,#161911,85.2320034717368,53.06023182085669,0.30994359741193644,91.98116606302514
5388,#474a56,90.0359653874831,50.32732995123886,0.28407324752446295,91.0986171800234
5477,#171c13,88.79412484272333,54.77361197458547,0.30978606375678563,95.11571882223087
5506,#3e2e34,80.2971349433804,39.78259043789247,0.3301936878717189,71.15753116088885
5538,#161b11,83.67140244186588,50.9797407880728,0.3099647046944972,89.2035220429296
5606,#151315,81.9709416794818,50.08263447799811,0.33950186242072206,86.67453513549982
5631,#242118,82.86745654503937,65.35884116520971,0.3250645382576349,112.10955185173232
6007,#362a2c,75.39965457383849,48.42518996359001,0.38327057685929117,87.9044733790089
6139,#0f0b11,89.55982338412787,65.02995537716538,0.31292966112303533,108.92993795753397
6195,#0a090e,79.79177443030896,67.33967047707623,0.3828890181824162,112.28823859567656
6234,#313125,81.30307505009553,64.96639769224497,0.3236878477333428,111.40030334901651
6274,#2e2d27,64.60679376951396,45.51293914884275,0.2261664914579467,77.46553231569521
6302,#676571,87.84090445733725,31.52871963272876,0.2782882930421808,58.75698547647273
6352,#090608,74.30662688149495,42.73611196990471,0.40281837617380706,79.8513992049139
6464,#0b090c,88.93776649657487,73.80944061267925,0.3719751082547749,124.24417532000167
6954,#090607,71.27504048417913,47.23162866747066,0.4353023184202615,91.45883409943298
6986,#7e7c91,101.75010921990773,38.96040347617172,0.2823727064104919,72.28253130906528
7118,#090608,95.35353901626357,52.04134369692314,0.4094913556083694,101.59087903935925
7195,#0d0d09,78.12987994547743,65.70560062610903,0.3205903540175565,112.59746084485694
7268,#0c0a0c,96.71054976932756,74.64849677118767,0.3472023884580627,125.94141521487833
7296,#06050a,59.870236555757494,53.092630302030344,0.4287161152731748,91.573349120906
7367,#464b59,92.35569720164034,51.1055373304736,0.2884144775856193,92.8399634604072
7461,#110f0c,90.62866105130715,59.599961237385095,0.3143954522486566,105.36718520789371
7480,#444755,88.22340859313108,49.163538943168405,0.29547601719284106,89.40960230028594
7651,#191d13,89.90697085139102,51.864041482645796,0.29702152029086015,90.32785047254524
7687,#0b0a11,81.67401352579337,62.11249408564762,0.381252981061011,104.9816255016911
7981,#020100,31.76384617176942,25.258887355936185,0.5841363409383512,43.153606944490335
